timestamp,open,high,low,close,volume,symbol,sma_50,ema_20,rsi,ema_12,ema_26,macd,signal_line,bollinger_upper,bollinger_lower,roc,top_3_highs,bottom_3_lows
2023-11-23,0.808,0.818,0.797,0.809,2543933.2,XTZ/USDT,,0.8284587156217991,,0.8239674293178914,0.8301372963210829,-0.006169867003191554,-0.0018846895536381901,,,,,0.797
2023-11-16,0.1422,0.1472,0.1325,0.1357,112805544.0,ALGO/USDT,,0.1357,,0.1357,0.1357,0.0,0.0,,,,0.1472,
2023-11-17,0.1356,0.1399,0.128,0.136,68978514.0,ALGO/USDT,,0.13572857142857142,,0.13574615384615385,0.13572222222222222,2.3931623931633395e-05,4.78632478632668e-06,,,,,
2023-11-18,0.136,0.136,0.1261,0.1345,42367563.0,ALGO/USDT,,0.13561156462585033,,0.1355544378698225,0.13563168724279834,-7.724937297584611e-05,-1.1620814766107879e-05,,,,,0.1261
2023-11-19,0.1345,0.1425,0.1305,0.1406,39419661.0,ALGO/USDT,,0.1360866537091027,,0.1363306781975421,0.13599971040999848,0.000330967787543629,5.689690569583949e-05,,,,,
2023-11-20,0.1406,0.1507,0.1379,0.1414,120658600.0,ALGO/USDT,,0.13659268668918814,,0.1371105738594587,0.1363997318611097,0.0007108419983490044,0.00018768592422647247,,,,0.1507,
2023-11-21,0.1414,0.1427,0.1234,0.1234,126878162.0,ALGO/USDT,,0.1353362403378369,,0.13500125480415737,0.13543678876028675,-0.00043553395612938584,6.304194815530081e-05,,,,0.1427,0.1234
2023-11-22,0.1234,0.1348,0.123,0.1323,63108664.0,ALGO/USDT,,0.13504707459137624,,0.1345856771419793,0.13520443403730256,-0.0006187568953232581,-7.331782054041097e-05,,,,,0.123
2023-11-23,0.1324,0.1343,0.1281,0.1304,33414493.0,ALGO/USDT,,0.1346044960588642,,0.133941726812444,0.1348485500345394,-0.0009068232220953987,-0.00024001890085140854,,,,,
2023-11-16,9.646,10.195,9.424,9.594,5713053.52,ATOM/USDT,,9.594,,9.594,9.594,0.0,0.0,,,,10.195,
2023-11-17,9.594,10.223,9.038,9.39,4041826.86,ATOM/USDT,,9.57457142857143,,9.562615384615384,9.578888888888889,-0.016273504273504713,-0.003254700854700943,,,,10.223,
2023-11-18,9.389,9.42,8.865,9.231,3547210.02,ATOM/USDT,,9.541850340136056,,9.511597633136095,9.553119341563786,-0.041521708427691095,-0.010908102369298974,,,,,
2023-11-19,9.23,9.396,8.966,9.365,2344474.39,ATOM/USDT,,9.52500745059929,,9.489044151115158,9.539184575522025,-0.05014042440686772,-0.018754566776812726,,,,,
2023-11-20,9.366,9.547,8.877,8.966,3400076.82,ATOM/USDT,,9.47176864578031,,9.408575820174365,9.49672645881669,-0.08815063864232542,-0.03263378114991527,,,,9.547,
2023-11-21,8.966,9.078,8.188,8.203,4425541.53,ATOM/USDT,,9.350933536658376,,9.223102617070616,9.400894869274714,-0.17779225220409778,-0.06166547536075177,,,,,8.188
2023-11-22,8.199,8.924,8.179,8.806,2922591.38,ATOM/USDT,,9.299035104595674,,9.158932983675136,9.356828582661771,-0.19789559898663533,-0.08891150008592849,,,,,8.179
2023-11-23,8.805,9.077,8.657,8.745,1717085.93,ATOM/USDT,,9.246269856538945,,9.095250986186652,9.311507946909048,-0.21625696072239542,-0.11438059221322189,,,,,8.657
2023-11-16,0.02191,0.02208,0.02053,0.02088,540867992.9,VET/USDT,,0.02088,,0.02088,0.02088,0.0,0.0,,,,0.02208,
2023-11-17,0.02088,0.02144,0.02012,0.02108,409184375.5,VET/USDT,,0.020899047619047616,,0.020910769230769233,0.020894814814814817,1.5954415954415324e-05,3.190883190883065e-06,,,,,0.02012
2023-11-18,0.02108,0.02116,0.02022,0.021,241867849.1,VET/USDT,,0.02090866213151927,,0.02092449704142012,0.02090260631001372,2.1890731406400826e-05,6.9308528339866175e-06,,,,,
2023-11-19,0.02101,0.02158,0.02052,0.02144,221959909.6,VET/USDT,,0.020959265738041244,,0.02100380518889395,0.020942413250012705,6.13919388812445e-05,1.7823070043438194e-05,,,,0.02158,
2023-11-20,0.02143,0.022,0.0211,0.02134,434989399.9,VET/USDT,,0.020995526143942077,,0.02105552746752565,0.020971864120382135,8.36633471435165e-05,3.099112546345386e-05,,,,0.022,
2023-11-21,0.02133,0.02155,0.01924,0.01929,610734797.5,VET/USDT,,0.02083309508261426,,0.020783907857137088,0.02084728159294642,-6.337373580933212e-05,1.2118153208896663e-05,,,,,0.01924
2023-11-22,0.01927,0.0213,0.0192,0.021,361441101.2,VET/USDT,,0.02084899078903195,,0.02081715280219292,0.020858594067542983,-4.144126535006107e-05,1.4062694971051161e-06,,,,,0.0192
2023-11-23,0.021,0.02127,0.0207,0.02119,179516103.0,VET/USDT,,0.02088146785674319,,0.020874513909547854,0.02088314265513239,-8.628745584535191e-06,-6.007335192229454e-07,,,,,
2023-11-16,95.49,98.5,90.04,91.06,288220.596,AAVE/USDT,,91.06,,91.06,91.06,0.0,0.0,,,,98.5,
2023-11-17,91.06,93.55,85.0,88.74,155967.306,AAVE/USDT,,90.83904761904762,,90.70307692307692,90.88814814814816,-0.18507122507124052,-0.037014245014248104,,,,,
2023-11-18,88.76,88.91,82.81,88.11,126899.078,AAVE/USDT,,90.57913832199547,,90.30414201183432,90.68235939643348,-0.37821738459916787,-0.10525487293123206,,,,,82.81
2023-11-19,88.08,91.81,86.04,91.52,92354.883,AAVE/USDT,,90.66874419609114,,90.49119708693672,90.74440684854953,-0.2532097616128084,-0.13484585066754734,,,,,
2023-11-20,91.57,93.17,88.73,90.24,148293.784,AAVE/USDT,,90.62791141551104,,90.45255138125415,90.7070433782866,-0.25449199703244574,-0.15877507994052703,,,,,
2023-11-21,90.22,92.59,83.5,84.49,233819.54,AAVE/USDT,,90.0433484235576,,89.53523578413814,90.24652164656166,-0.711285862423523,-0.2692772364371262,,,,,83.5
2023-11-22,84.47,96.29,84.23,95.41,220456.976,AAVE/USDT,,90.5544580975045,,90.43904566350149,90.62900152459413,-0.18995586109264195,-0.2534129613682294,,,,96.29,84.23
2023-11-23,95.42,101.2,94.98,95.97,157128.912,AAVE/USDT,,91.07022399298026,,91.2899617152705,91.02463104129086,0.2653306739796335,-0.14966423429865683,,,,101.2,
2023-11-16,0.1215,0.1232,0.1168,0.1184,93306179.0,XLM/USDT,,0.1184,,0.1184,0.1184,0.0,0.0,,,,0.1232,
2023-11-17,0.1184,0.1205,0.1142,0.1184,89614362.0,XLM/USDT,,0.1184,,0.1184,0.1184,0.0,0.0,,,,,0.1142
2023-11-18,0.1183,0.1194,0.1144,0.1193,39828734.0,XLM/USDT,,0.11848571428571429,,0.11853846153846154,0.11846666666666666,7.179487179487243e-05,1.4358974358974486e-05,,,,,
2023-11-19,0.1192,0.1214,0.1175,0.121,42000231.0,XLM/USDT,,0.11872517006802721,,0.11891715976331362,0.11865432098765433,0.00026283877565928815,6.405493461903721e-05,,,,0.1214,
2023-11-20,0.1211,0.1219,0.1178,0.1197,52540634.0,XLM/USDT,,0.11881801101392937,,0.11903759672280384,0.11873177869227253,0.00030581803053131296,0.00011240755380149236,,,,0.1219,
2023-11-21,0.1198,0.1204,0.1122,0.1134,77176238.0,XLM/USDT,,0.11830200996498372,,0.11817027415006479,0.11833683212247456,-0.00016655797240977543,5.66144485592388e-05,,,,,0.1122
2023-11-22,0.1134,0.1185,0.1131,0.1182,40539214.0,XLM/USDT,,0.11829229473022336,,0.11817484735774712,0.11832669640969867,-0.00015184905195154974,1.4921748457081094e-05,,,,,0.1131
2023-11-23,0.1182,0.1188,0.1154,0.117,40508012.0,XLM/USDT,,0.11816921904163066,,0.11799410161040141,0.11822842260157285,-0.0002343209911714328,-3.4926799468621686e-05,,,,,
2023-11-16,30.37,31.0,28.88,29.54,146249.923,ZEC/USDT,,29.54,,29.54,29.54,0.0,0.0,,,,31.0,
2023-11-17,29.54,30.38,28.18,29.33,131762.037,ZEC/USDT,,29.52,,29.50769230769231,29.524444444444445,-0.01675213675213527,-0.0033504273504270546,,,,30.38,
2023-11-18,29.32,29.32,27.67,28.89,83304.452,ZEC/USDT,,29.46,,29.412662721893494,29.477448559670783,-0.06478583777728986,-0.015637509435799616,,,,,27.67
2023-11-19,28.89,29.36,28.17,29.23,90336.257,ZEC/USDT,,29.43809523809524,,29.38456076467911,29.459119036732204,-0.07455827205309262,-0.027421661959258218,,,,,
2023-11-20,29.25,29.64,28.4,28.92,108151.209,ZEC/USDT,,29.388752834467123,,29.313089877805403,29.41918429327056,-0.10609441546515797,-0.04315621266043817,,,,29.64,
2023-11-21,28.96,29.33,26.53,26.8,145364.209,ZEC/USDT,,29.142204945470255,,28.92646066583534,29.225170641917185,-0.29870997608184524,-0.0942669653447196,,,,,26.53
2023-11-22,26.78,28.72,26.72,28.5,145593.404,ZEC/USDT,,29.081042569711183,,28.860851332629906,29.171454298071467,-0.31060296544156074,-0.13753416536408783,,,,,26.72
2023-11-23,28.5,28.85,28.15,28.65,45829.276,ZEC/USDT,,29.039990896405357,,28.828412666071458,29.132828053769877,-0.3044153876984197,-0.1709104098309542,,,,,
